q,lv2.1.6,lv2.1.9,lv2.2.11,lv2.2.12,lv2.2.2,lv2.2.3,lv2.2.6,lv3.1.26,lv4.1.6,lv4.2.11,lv4.2.8,lv4.2.9,lv4.4.14,lv4.4.1,lv4.4.2.17,lv4.4.3,lv6.1.1,lv6.2.12,lv6.2.18,lv6.2.20,lv6.2.5,lv6.4.12,lv6.4.17,lv6.4.1,lv6.5.2,lv6.5.4,lv6.6.11,lv6.6.19,lv6.6.1,lv6.6.20,lv7.1.1,lv7.3.18,lv7.3.19,lv7.3.24,lv7.3.25,lv7.3.3,lv7.3.5,lv7.3.7,lv7.3.8,lv10.2.12,lv13.2.12,lv13.2.3,lv13.2.9,lv13.3.10,lv13.3.3,lv13.3.4,lv13.3.9,lv14.1.10,lv14.1.11,lv14.1.13,lv14.1.18,lv14.1.23,lv18.1.4,lv18.2.12,lv18.2.3,lv18.2.4,lv18.2.6,lv18.3.10,lv18.3.11,lv18.3.5,lv2,lv3,lv4,lv5,lv6,lv7,lv8,lv9,lv10,lv13,lv14,lv15,lv16,lv17,lv18,lv26,lv31,lv32,lv33,lv39,lv45,lv60,lv63,lv64,lv66,lv73,lv79,lv81,lv96,lv97,lv99,lv103,lv109,lv111,lv113,lv115,lv116,lv121,lv125,lv153,lv154,lv157,lv160,lv167,lv170
3.41,1.199312931,1.293132639,1.446965175,1.262830784,1.225316498,1.357065726,1.258622599,1.163293249,1.416791304,1.373048175,1.314055681,1.34458158,1.414833448,1.397098796,1.44371985,1.393734386,1.202821203,1.388640151,1.287146048,1.398544534,1.474643619,1.264965543,1.456696244,1.420468656,1.1952721,1.340429434,1.134947595,1.185612757,1.099621176,1.222282784,1.161899552,1.301812807,1.354245563,1.193816463,1.407047518,1.229788919,1.169463166,1.388290193,1.140916424,1.071671143,1.259948522,1.416726108,1.294117713,1.312025374,1.327245711,1.25224682,1.267669738,1.146379408,1.128198915,1.366290533,1.041121455,1.167723664,1.343382329,1.379049598,1.147028249,1.381053367,1.346299434,1.186653108,1.128604732,1.320340443,1.087020617,1.086352199,1.064811849,1.076047951,1.070699198,1.075932889,1.080140658,1.061284613,1.077630971,1.152109334,1.096320345,1.072451506,1.106838462,1.08425577,1.0936347,1.0961228,1.099189593,1.123361061,1.106055261,1.099316192,1.164363626,1.098994102,1.098032821,1.127331319,1.096014108,1.07964107,1.111680706,1.072951011,1.058787672,1.097541465,1.104678377,1.118440563,1.113076036,1.118015366,1.180877488,1.083838264,1.158563954,1.137278857,1.11092415,1.107823256,1.086346166,1.123751008,1.203575997,1.11460717,1.105821923
3.52,1.197315158,1.290433352,1.445958798,1.260708801,1.223374501,1.355202884,1.256776965,1.161608629,1.416154492,1.371179211,1.311849195,1.342504345,1.414206238,1.396082891,1.442552329,1.392595522,1.200825362,1.387211283,1.285067824,1.396916265,1.473636847,1.262726902,1.456182451,1.418870478,1.19329933,1.338308772,1.133539019,1.183644426,1.098516048,1.220002382,1.160210626,1.299727586,1.35247493,1.192007715,1.405614874,1.22794929,1.167745263,1.387399388,1.139540355,1.070860007,1.258139874,1.416175914,1.292007793,1.309858005,1.325170957,1.250213236,1.265229574,1.144893952,1.126865909,1.364910254,1.040644714,1.166045614,1.3417064,1.377369757,1.145528431,1.379315267,1.344260959,1.18501216,1.127240126,1.31852315,1.086083506,1.085389099,1.064082,1.075202269,1.069904309,1.075096964,1.079240353,1.060584593,1.07677027,1.150522922,1.095275968,1.07162296,1.105672126,1.083298659,1.092603014,1.095084679,1.098090387,1.122042642,1.104858832,1.098211599,1.162625242,1.097880116,1.096928357,1.125930152,1.094923349,1.078735991,1.11045293,1.072153095,1.058129242,1.096483351,1.103505284,1.117155181,1.111917117,1.116725955,1.179134895,1.082895626,1.156902078,1.135834682,1.109699792,1.106690133,1.085412658,1.122469449,1.201581767,1.113380366,1.104670654
3.63,1.195392353,1.287823643,1.444972224,1.2586512,1.221495994,1.353378287,1.254982004,1.159990519,1.415527998,1.369348374,1.309700631,1.340475424,1.413589011,1.395081839,1.44140355,1.391474826,1.1989033,1.38580833,1.283047104,1.395319366,1.472652679,1.260558897,1.455683348,1.417302873,1.19140196,1.336239826,1.132187419,1.181755447,1.097459242,1.217808863,1.158588306,1.297696759,1.350738276,1.19026269,1.404206166,1.226165067,1.166093928,1.386520606,1.138216603,1.070085423,1.256379595,1.415636429,1.289955407,1.307747519,1.323146813,1.248241526,1.262870184,1.143467017,1.125587006,1.363554225,1.04019047,1.164431896,1.340063008,1.375721756,1.144087751,1.37761151,1.342268508,1.183426693,1.125931917,1.316746225,1.085186129,1.084468771,1.063385072,1.07439401,1.069145063,1.074297391,1.078380494,1.059917069,1.075947293,1.148999508,1.09427632,1.070832325,1.104555823,1.082384665,1.091616343,1.094090141,1.097038842,1.120778744,1.103715463,1.097155574,1.160956927,1.096815999,1.095873146,1.124588925,1.093881367,1.077871934,1.109278009,1.071389822,1.057500275,1.095471162,1.102384257,1.115924137,1.110804312,1.115491609,1.177457243,1.081995109,1.155307237,1.134449538,1.108528036,1.105603319,1.084519053,1.121239323,1.199662265,1.112204716,1.103568444
3.74,1.193541375,1.28530044,1.444004808,1.256655964,1.219678758,1.351591184,1.253236296,1.158435927,1.414911462,1.367554862,1.307608497,1.338493712,1.412981418,1.394095294,1.440273038,1.390371861,1.197051991,1.384430665,1.281082252,1.393753091,1.471690333,1.258459193,1.455198351,1.41576508,1.189576786,1.334221309,1.130890138,1.179942185,1.09644826,1.215698589,1.157029612,1.295718936,1.34903503,1.188578941,1.402820915,1.224434534,1.16450626,1.385653568,1.136942914,1.069345429,1.254666357,1.415107254,1.287958949,1.305692426,1.321172043,1.246329712,1.260588809,1.142095973,1.124359671,1.362221914,1.039757421,1.162879731,1.338451546,1.374104938,1.142703536,1.375941328,1.340321075,1.181894675,1.124677398,1.315008795,1.084326451,1.083588913,1.062719259,1.073621164,1.068419523,1.07353226,1.077558871,1.059280194,1.075160044,1.14753622,1.09331909,1.070077496,1.103486979,1.081511449,1.090672317,1.093136999,1.096032488,1.119566699,1.102622362,1.096145544,1.159355422,1.095799055,1.09486455,1.123304626,1.092885567,1.077046647,1.108153225,1.070659359,1.056899167,1.094502493,1.101312518,1.114744696,1.109735432,1.114309521,1.175841704,1.081134439,1.153776272,1.13312056,1.107406194,1.104560559,1.083663288,1.120058179,1.197814262,1.111077685,1.10251279
3.85,1.191759202,1.282860738,1.443055928,1.254721118,1.217920638,1.349840831,1.251538445,1.156941995,1.414304541,1.365797882,1.305571325,1.336558117,1.412383127,1.393122927,1.439160335,1.389286205,1.195268523,1.383077678,1.279171664,1.392216719,1.470749053,1.256425511,1.4547269,1.414256357,1.187820726,1.332251956,1.129644639,1.178201165,1.095480739,1.213668058,1.155531694,1.293792744,1.347364623,1.186954105,1.401458653,1.222756017,1.162979479,1.384798007,1.135717133,1.068638176,1.252998858,1.414588007,1.286016842,1.303691259,1.31924543,1.244475863,1.258382757,1.140778301,1.123181488,1.360912807,1.039344348,1.161386454,1.336871414,1.372518661,1.141373233,1.374303972,1.338417664,1.180414137,1.123473994,1.313309999,1.083502554,1.082747361,1.062082865,1.072881841,1.067725867,1.072799776,1.076773408,1.058672238,1.074406643,1.146130315,1.092402097,1.069356496,1.102463164,1.080676808,1.0897687,1.092223186,1.095068994,1.118403978,1.101576891,1.095179084,1.15781762,1.094826746,1.093900082,1.1220744,1.0919335,1.076258018,1.107076009,1.069959984,1.056324409,1.093575077,1.100287446,1.113614271,1.108708398,1.113177036,1.174285579,1.080311476,1.152306178,1.131845031,1.106331724,1.103559714,1.08284342,1.118923691,1.196034665,1.109996867,1.101501323
3.96,1.190042934,1.280501611,1.44212499,1.252844737,1.216219543,1.348126492,1.249887088,1.155505992,1.413706909,1.364076659,1.303587665,1.334667563,1.411793824,1.392164418,1.438064999,1.38821745,1.193550094,1.381748783,1.277313769,1.390709544,1.469828117,1.254455634,1.454268462,1.412775989,1.186130823,1.330330521,1.12844851,1.17652907,1.094554447,1.2117139,1.154091825,1.291916832,1.345726486,1.185385899,1.400118924,1.221127877,1.161510921,1.383953669,1.134537193,1.06796192,1.251375823,1.414078326,1.284127542,1.301742574,1.317365775,1.2426781,1.2562494,1.139511601,1.122050158,1.359626406,1.038950111,1.159949513,1.33532202,1.370962298,1.140094407,1.372698712,1.336557294,1.178983176,1.122319258,1.311648985,1.082712626,1.081942076,1.061474296,1.072174259,1.067062381,1.072098241,1.076022154,1.05809158,1.073685316,1.144779179,1.091523283,1.068667471,1.101482079,1.079878672,1.088903388,1.091346745,1.094146156,1.117288181,1.100576559,1.094253908,1.156340556,1.093896685,1.092977399,1.120895543,1.091022856,1.075504055,1.106043934,1.069290072,1.055774583,1.092686773,1.099306574,1.112530413,1.107721237,1.112091646,1.172786287,1.079524208,1.150894093,1.130620372,1.105302222,1.102598757,1.082057613,1.117833648,1.194320516,1.108959988,1.100531805
4.07,1.188389788,1.27822021,1.441211422,1.251024938,1.214573444,1.346447439,1.248280887,1.154125308,1.413118253,1.362390429,1.30165609,1.33282099,1.411213207,1.391219461,1.436986606,1.387165208,1.191894012,1.380443412,1.27550703,1.389230885,1.468926831,1.252547403,1.453822525,1.41132328,1.184504239,1.328455784,1.127299451,1.174922733,1.093667274,1.209832876,1.152707402,1.29008987,1.344120054,1.183872122,1.398801283,1.219548515,1.160098036,1.383120309,1.133401117,1.06731502,1.249796003,1.413577861,1.282289535,1.299844951,1.315531901,1.240934591,1.254186185,1.138293578,1.120963494,1.358362228,1.038573643,1.158566462,1.333802778,1.369435232,1.138864731,1.371124834,1.334738994,1.177599951,1.121210866,1.310024914,1.081954956,1.08117114,1.060892054,1.071496745,1.066427453,1.071426058,1.075303272,1.0575367,1.072994394,1.143480316,1.090680705,1.068008674,1.100541556,1.079115088,1.088074392,1.090505827,1.093261895,1.116217031,1.099619015,1.093367861,1.154921411,1.093006623,1.092094294,1.119765491,1.090151458,1.07478289,1.105054707,1.068648095,1.055248358,1.091835565,1.098367576,1.111490804,1.106772078,1.111050977,1.171341361,1.078770738,1.149537296,1.129444136,1.104315416,1.101675765,1.081304135,1.116785952,1.192668984,1.10796489,1.099602122
4.18,1.186797094,1.276013764,1.440314675,1.249259891,1.212980376,1.344802956,1.246718536,1.152797455,1.412538278,1.360738444,1.299775201,1.331017355,1.410640991,1.390287762,1.435924745,1.386129101,1.190297692,1.379161015,1.273749947,1.387780076,1.468044526,1.250698718,1.453388602,1.409897556,1.182938255,1.326626549,1.126195277,1.173379132,1.092817226,1.208021875,1.151375938,1.28831055,1.342544765,1.182410649,1.397505295,1.218016372,1.158738385,1.382297693,1.132307013,1.066695929,1.248258177,1.413086281,1.280501341,1.297996999,1.313742648,1.239243554,1.252190624,1.137122044,1.119919411,1.357119802,1.038213944,1.157234964,1.332313111,1.36793686,1.137681991,1.369581643,1.332961806,1.176262683,1.120146608,1.308436959,1.081227927,1.080432746,1.060334731,1.070847722,1.065819568,1.070781719,1.074615037,1.057006173,1.072332303,1.142231348,1.08987253,1.06737847,1.099639545,1.078384221,1.087279842,1.089698678,1.092414246,1.115188374,1.098702042,1.092518911,1.153557498,1.092154442,1.091248686,1.118681819,1.089317251,1.074092764,1.104106162,1.068032611,1.05474448,1.091019548,1.09746826,1.110493251,1.105859145,1.110052787,1.169948449,1.078049283,1.148233199,1.128314004,1.103369158,1.10078892,1.080581352,1.115778614,1.191077364,1.107009533,1.098710276
4.29,1.185262295,1.273879581,1.43943422,1.247547809,1.211438438,1.343192332,1.245198758,1.151520058,1.411966701,1.359119969,1.297943619,1.329255628,1.410076903,1.389369037,1.434879022,1.385108767,1.188758653,1.377901063,1.272041053,1.386356471,1.467180564,1.248907543,1.452966227,1.408498163,1.181430264,1.32484164,1.125133906,1.171895389,1.092002419,1.206277913,1.150095061,1.286577586,1.341000061,1.180999436,1.396230537,1.21652993,1.157429636,1.381485596,1.131253074,1.066103187,1.246761151,1.412603269,1.278761514,1.296197352,1.311996881,1.237603257,1.250260305,1.135994912,1.11891593,1.355898674,1.037870079,1.155952781,1.330852446,1.366466593,1.136544072,1.368068458,1.331224787,1.174969655,1.119124387,1.306884305,1.080530013,1.079725193,1.059801002,1.070225706,1.0652373,1.070163804,1.073955825,1.056498662,1.071697559,1.141030008,1.089097025,1.066775318,1.098774111,1.077684343,1.08651797,1.088923644,1.091601354,1.114200163,1.097823546,1.091705144,1.152246259,1.09133815,1.090438617,1.117642229,1.088518298,1.073432023,1.10319625,1.067442264,1.054261771,1.090236928,1.09660656,1.109535678,1.104980753,1.109094956,1.168605304,1.077358163,1.146979343,1.127227777,1.102461415,1.099936494,1.079887721,1.114809744,1.189543069,1.106091983,1.097854378
4.4,1.183782941,1.271815053,1.438569553,1.245886957,1.209945789,1.341614868,1.243720306,1.15029085,1.411403253,1.357534282,1.296159995,1.327534801,1.409520684,1.388463015,1.433849055,1.384103858,1.187274515,1.376663042,1.270378917,1.384959444,1.466334329,1.247171899,1.452554955,1.407124468,1.179977772,1.32309991,1.124113357,1.170468759,1.091221072,1.204598129,1.148862504,1.284889718,1.339485386,1.179636515,1.394976594,1.215087708,1.15616956,1.380683804,1.130237569,1.065535422,1.245303759,1.412128522,1.277068642,1.294444671,1.310293483,1.236012018,1.248392886,1.134910191,1.117951167,1.354698402,1.037541172,1.154717774,1.329420221,1.365023852,1.135448961,1.366584617,1.329527009,1.173719211,1.118142212,1.30536615,1.079859773,1.079046882,1.059289623,1.069629298,1.064679306,1.069570972,1.073324109,1.056012914,1.071088765,1.139874138,1.088352558,1.066197772,1.097943425,1.077013826,1.085787112,1.088179157,1.090821469,1.113250461,1.096981551,1.090924754,1.150985262,1.09055587,1.08966224,1.116644545,1.087752772,1.072799112,1.102323039,1.066875774,1.053799121,1.089486011,1.095780528,1.108616123,1.104135301,1.108175479,1.167309781,1.076695795,1.145773389,1.126183369,1.101590268,1.099116854,1.079221787,1.11387755,1.188063631,1.10521041,1.097032644
4.51,1.182356685,1.269817651,1.437720185,1.244275648,1.208500652,1.340069873,1.242281965,1.149107672,1.410847677,1.355980675,1.294423005,1.325853882,1.408972086,1.387569431,1.432834478,1.383114035,1.185842997,1.375446455,1.268762145,1.383588382,1.465505231,1.245489869,1.452154359,1.405775856,1.17857839,1.321400231,1.123131748,1.169096627,1.090471504,1.202979781,1.147676108,1.283245711,1.33800019,1.178319989,1.393743064,1.213688271,1.154956026,1.379892108,1.129258848,1.064991337,1.243884864,1.411661749,1.275421344,1.292737648,1.308631363,1.234468204,1.246586097,1.133865984,1.11702333,1.353518556,1.0372264,1.153527899,1.328015881,1.363608071,1.134394737,1.365129473,1.327867556,1.172509753,1.11719819,1.303881704,1.079215845,1.078396302,1.058799422,1.069057182,1.064144322,1.069001959,1.072718454,1.055547752,1.0705046,1.138761681,1.087637584,1.065644472,1.097145761,1.07637114,1.085085698,1.087463734,1.090072936,1.112337433,1.096174191,1.090176038,1.149772191,1.089805834,1.088917816,1.115686709,1.087018951,1.072192568,1.101484701,1.066331937,1.053355489,1.088765199,1.09498833,1.107732727,1.103321273,1.107292462,1.166059834,1.076060691,1.144613116,1.125178803,1.100753902,1.09832845,1.078582174,1.11298033,1.186636691,1.10436308,1.096243387
4.62,1.180981282,1.267884927,1.436885651,1.242712243,1.207101309,1.338556668,1.240882548,1.147968465,1.410299729,1.354458455,1.292731354,1.324211895,1.408430874,1.386688033,1.431834936,1.382138976,1.184461913,1.374250821,1.267189377,1.382242694,1.464692703,1.243859596,1.451764033,1.40445173,1.177229835,1.319741504,1.122187289,1.167776503,1.089752125,1.201420242,1.146533813,1.281644354,1.336543927,1.177048037,1.392529551,1.212330219,1.153787,1.379110311,1.128315331,1.064469711,1.242503356,1.411202674,1.273818277,1.291075,1.307009447,1.232970232,1.244837741,1.132860483,1.116130716,1.352358719,1.036924994,1.152381203,1.326638878,1.362218696,1.133379572,1.363702392,1.326245531,1.171339741,1.116290526,1.302430191,1.078596942,1.077772034,1.058329299,1.068508118,1.06363116,1.068455571,1.072137506,1.055102073,1.069943823,1.137690679,1.086950647,1.06511414,1.096379488,1.075754841,1.084412245,1.086775973,1.089354193,1.111459336,1.095399708,1.089457393,1.148604846,1.089086378,1.088203704,1.11476677,1.086315211,1.071611014,1.10067951,1.065809614,1.052929892,1.088072983,1.094228235,1.106883734,1.102537229,1.106444114,1.164853514,1.075451448,1.143496413,1.124212205,1.099950601,1.097569813,1.077967585,1.11211647,1.185259997,1.103548353,1.095485014
4.73,1.179654584,1.266014513,1.436065501,1.241195151,1.205746101,1.337074582,1.239520899,1.146871267,1.409759176,1.35296694,1.291083774,1.322607885,1.407896823,1.385818576,1.430850087,1.381178366,1.183129169,1.373075674,1.265659289,1.380921801,1.4638962,1.242279281,1.451383587,1.403151513,1.175929923,1.318122652,1.121278277,1.166506017,1.089061434,1.199917,1.145433656,1.280084462,1.335116055,1.175818908,1.391335672,1.211012197,1.152660541,1.378338221,1.12740551,1.063969393,1.241158151,1.410751033,1.272258131,1.289455475,1.305426687,1.231516567,1.243145691,1.131891964,1.115271706,1.351218483,1.036636232,1.151275819,1.325288671,1.360855183,1.132401725,1.362302759,1.324660047,1.170207692,1.115417517,1.301010848,1.078001848,1.07717274,1.057878215,1.067980938,1.0631387,1.067930683,1.071579994,1.054674839,1.069405261,1.136659266,1.08629037,1.064605575,1.095643063,1.075163571,1.083765356,1.086114545,1.088663765,1.110614522,1.09465644,1.088767303,1.147481133,1.088395935,1.087518361,1.113882885,1.085640017,1.071053153,1.099905835,1.065307736,1.052521406,1.087407943,1.093498614,1.106067481,1.101781801,1.105628742,1.163688959,1.074866743,1.142421276,1.123281796,1.099178743,1.096839552,1.077376792,1.111284439,1.183931402,1.102764674,1.094756017
4.84,1.178374537,1.264204121,1.435259305,1.239722829,1.204433426,1.335622956,1.238195894,1.14581421,1.409225794,1.351505462,1.289479023,1.321040915,1.407369719,1.384960826,1.4298796,1.380231903,1.18184276,1.371920562,1.264170594,1.379625142,1.463115201,1.240747182,1.451012649,1.401874644,1.174676567,1.316542621,1.120403094,1.165282914,1.08839801,1.19846765,1.144373766,1.278564878,1.333716037,1.174630918,1.39016105,1.209732885,1.151574794,1.377575656,1.126527946,1.063489299,1.239848197,1.410306573,1.270739628,1.287877852,1.303882058,1.23010572,1.241507892,1.130958787,1.114444762,1.350097456,1.036359436,1.150209968,1.323964729,1.359517002,1.131459537,1.360929971,1.323110239,1.169112177,1.114577543,1.299622925,1.077429414,1.076597158,1.057445195,1.067474541,1.062665887,1.067426232,1.07104472,1.054265078,1.068887806,1.135665669,1.085655454,1.064117645,1.09493503,1.074596049,1.083143712,1.085478194,1.088000258,1.109801427,1.09394282,1.088104342,1.146399063,1.087733028,1.086860327,1.113033307,1.084991925,1.070517768,1.099162133,1.06482529,1.05212916,1.086768733,1.092797927,1.105282394,1.101053694,1.104844745,1.162564393,1.074305331,1.141385799,1.122385894,1.098436795,1.096136347,1.07680864,1.110482783,1.182648856,1.102010572,1.094054972
4.95,1.177139178,1.262451541,1.434466648,1.238293781,1.203161741,1.334201139,1.236906437,1.144795513,1.408699373,1.350073367,1.287915893,1.319510065,1.406849358,1.384114553,1.428923158,1.379299294,1.180600768,1.370785049,1.262722037,1.378352172,1.462349202,1.239261618,1.450650863,1.400620577,1.173467773,1.315000386,1.119560201,1.164105045,1.087760514,1.197069892,1.14335236,1.27708447,1.332343344,1.173482452,1.389005319,1.208491007,1.150527992,1.376822438,1.125681264,1.063028404,1.238572466,1.409869051,1.269261526,1.286340936,1.302374554,1.228736253,1.239922359,1.130059388,1.113648422,1.348995251,1.036093971,1.149181949,1.322666526,1.35820363,1.130551428,1.359583439,1.321595252,1.168051822,1.113769071,1.298265688,1.076878555,1.076044099,1.057029321,1.066987888,1.062211727,1.066941217,1.070530554,1.053871874,1.068390416,1.134708199,1.08504467,1.063649286,1.094254012,1.074051071,1.082546069,1.084865731,1.087362355,1.10901857,1.093257367,1.087467161,1.145356743,1.087096264,1.086228231,1.112216382,1.084369571,1.070003708,1.098446947,1.064361323,1.051752336,1.086154087,1.092124725,1.104526986,1.100351675,1.104090609,1.161478126,1.073766039,1.140388173,1.121522899,1.097723306,1.095458948,1.076262032,1.109710121,1.181410402,1.101284653,1.093380533
5.06,1.175946629,1.26075464,1.433687133,1.236906559,1.201929557,1.332808493,1.235651461,1.14381348,1.40817971,1.348670013,1.286393199,1.318014436,1.406335545,1.383279539,1.427980453,1.378380258,1.179401355,1.369668709,1.261312402,1.377102358,1.461597722,1.23782096,1.450297888,1.399388785,1.172301635,1.313494941,1.118748137,1.162970368,1.087147676,1.195721527,1.142367738,1.275642132,1.330997449,1.172371957,1.387868118,1.207285323,1.149518445,1.376078397,1.124864151,1.062585742,1.237329958,1.409438237,1.267822617,1.284843562,1.300903195,1.227406771,1.238387174,1.129192278,1.112881294,1.347911495,1.03583924,1.148190139,1.321393547,1.356914559,1.129675894,1.35826259,1.320114252,1.167025303,1.112990643,1.296938414,1.076348242,1.075512442,1.056629726,1.06652,1.061775284,1.066474688,1.070036435,1.053494367,1.067912106,1.133785247,1.084456857,1.063199499,1.093598709,1.073527499,1.081971251,1.08427603,1.086748811,1.108264545,1.092598684,1.08685449,1.144352374,1.086484333,1.085620777,1.111430547,1.083771668,1.069509893,1.097758901,1.063914935,1.05139016,1.085562806,1.091477639,1.103799846,1.099674577,1.103364902,1.160428544,1.073247759,1.139426681,1.120691299,1.097036906,1.094806169,1.075735935,1.108965145,1.180214174,1.100585597,1.092731426
5.17,1.174795096,1.259111362,1.432920377,1.23555976,1.200735438,1.331444388,1.23442993,1.142866496,1.40766661,1.347294772,1.284909788,1.316553146,1.405828094,1.382455571,1.427051187,1.37747452,1.178242765,1.368571132,1.259940502,1.375875186,1.460860296,1.236423638,1.449953399,1.398178755,1.171176334,1.312025307,1.117965511,1.16187694,1.086558298,1.194420456,1.141418283,1.274236786,1.329677834,1.171297944,1.386749099,1.206114634,1.148544546,1.37534337,1.124075355,1.062160404,1.2361197,1.409013909,1.266421725,1.283384597,1.299467022,1.226115926,1.236900488,1.128356038,1.11214206,1.346845824,1.035594682,1.147232989,1.320145283,1.355649289,1.128831503,1.356966863,1.318666417,1.166031349,1.112240875,1.295640395,1.075837504,1.075001131,1.056245595,1.066069954,1.061355675,1.066025753,1.069561362,1.05313175,1.067451945,1.132895284,1.083890918,1.062767339,1.09296789,1.073024263,1.081418149,1.083708026,1.086158451,1.107538021,1.091965452,1.086265129,1.143384249,1.085895996,1.085036741,1.110674319,1.083197002,1.069035304,1.097096692,1.063485275,1.051041905,1.084993761,1.09085538,1.10309964,1.099021288,1.102666272,1.159414108,1.07274945,1.138499691,1.119889655,1.096376296,1.094176886,1.075229372,1.108246611,1.179058394,1.099912154,1.092106448
5.28,1.173682865,1.257519723,1.432166014,1.234252025,1.199578002,1.330108208,1.233240838,1.141953024,1.407159891,1.345947026,1.283464534,1.315125332,1.405326829,1.381642444,1.426135072,1.376581818,1.177123318,1.367491918,1.258605189,1.374670151,1.460136481,1.235068133,1.449617082,1.39698999,1.170090133,1.310590529,1.117211001,1.160822913,1.085991248,1.19316467,1.140502454,1.272867378,1.328383984,1.170258983,1.385647918,1.204977776,1.147604757,1.374617198,1.12331368,1.06175153,1.234940747,1.408595857,1.265057707,1.281962934,1.298065099,1.224862414,1.235460516,1.127549318,1.111429462,1.345797882,1.035359771,1.146309022,1.318921234,1.354407331,1.128016892,1.355695709,1.317250944,1.165068735,1.111518456,1.294370936,1.075345422,1.074509167,1.055876159,1.065636878,1.060952069,1.065593565,1.06910439,1.052783263,1.067009055,1.132036855,1.083345817,1.062351919,1.092360392,1.072540351,1.080885716,1.083160709,1.085590163,1.106837735,1.091356424,1.085697944,1.142450741,1.085330088,1.084474972,1.109946295,1.082644425,1.068578979,1.096459088,1.063071542,1.050706884,1.084445882,1.090256729,1.102425107,1.098390756,1.101993436,1.158433351,1.072270125,1.137605652,1.119116606,1.095740251,1.093570033,1.074741419,1.107553339,1.177941363,1.099263138,1.091504458
5.39,1.172608299,1.255977812,1.431423689,1.232982042,1.198455918,1.328799344,1.232083204,1.1410716,1.406659375,1.344626174,1.28205634,1.31373015,1.404831579,1.380839959,1.425231832,1.375701895,1.176041408,1.366430679,1.257305346,1.373486764,1.459425848,1.233752981,1.449288641,1.395822006,1.169041374,1.309189675,1.116483353,1.159806527,1.085445453,1.191952252,1.139618782,1.271532884,1.327115393,1.169253705,1.384564241,1.203873623,1.146697616,1.373899729,1.122577984,1.061358308,1.233792177,1.408183876,1.263729453,1.280577496,1.296696512,1.223644975,1.234065538,1.126770831,1.110742308,1.344767323,1.035134012,1.145416828,1.317720908,1.353188207,1.127230762,1.354448595,1.315867045,1.164136286,1.110822138,1.293129357,1.074871127,1.074035611,1.055520695,1.065219952,1.06056368,1.065177327,1.068664629,1.05244819,1.066582607,1.131208573,1.082820571,1.061952404,1.091775114,1.072074812,1.080372961,1.082633122,1.085042896,1.10616249,1.090770424,1.085151866,1.141550307,1.084785509,1.083934382,1.109245148,1.082112857,1.068140016,1.095844926,1.062672977,1.05038445,1.08391816,1.089680536,1.101775051,1.09778198,1.101345182,1.157484874,1.071808858,1.136743093,1.11837086,1.09512761,1.092984598,1.074271201,1.106884208,1.176861463,1.098637427,1.090924378
